,Agency Name,Location Name,Address,City,Zip code,County,Congress Dist,Congressional Full Name,Rep Dist,Rep Full Name,Senate Dist,Senator Full Name,Bldg Status,Year Acquired,Year Constructed,Square Footage,Total Floors,Floors Above Grade,Floors Below Grade,Usage Description,Usage Description 2,Usage Description 3
7142,Department of Agriculture,Illinois State Fairgrounds - Springfield,8th & Sangamon Avenue,Springfield,62702,Sangamon,13,Rodney L. Davis,87,Butler Tim,44,William E. Brady,In Use,1948,1948,851,1,1,0,Unusual,Unusual,Not provided
7143,Department of Agriculture,Illinois State Fairgrounds - Springfield,8th & Sangamon Avenue,Springfield,62702,Sangamon,13,Rodney L. Davis,87,Butler Tim,44,William E. Brady,In Use,1941,1941,900,1,1,0,Unusual,Unusual,Not provided
7144,Department of Agriculture,Illinois State Fairgrounds - Springfield,8th & Sangamon Avenue,Springfield,62702,Sangamon,13,Rodney L. Davis,87,Butler Tim,44,William E. Brady,In Use,1947,1947,900,1,1,0,Unusual,Unusual,Not provided
7145,Department of Agriculture,Illinois State Fairgrounds - Springfield,8th & Sangamon Avenue,Springfield,62702,Sangamon,13,Rodney L. Davis,87,Butler Tim,44,William E. Brady,In Use,1948,1947,900,1,1,0,Unusual,Unusual,Not provided
7146,Department of Agriculture,Illinois State Fairgrounds - Springfield,8th & Sangamon Avenue,Springfield,62702,Sangamon,13,Rodney L. Davis,87,Butler Tim,44,William E. Brady,In Use,1948,1947,900,1,1,0,Unusual,Unusual,Not provided
7147,Department of Agriculture,Illinois State Fairgrounds - Springfield,8th & Sangamon Avenue,Springfield,62702,Sangamon,13,Rodney L. Davis,87,Butler Tim,44,William E. Brady,In Use,1947,1947,851,1,1,0,Unusual,Unusual,Not provided
7148,Department of Agriculture,Illinois State Fairgrounds - Springfield,8th & Sangamon Avenue,Springfield,62702,Sangamon,13,Rodney L. Davis,87,Butler Tim,44,William E. Brady,In Use,1948,1948,900,1,1,0,Unusual,Unusual,Not provided
7149,Department of Agriculture,Illinois State Fairgrounds - Springfield,8th & Sangamon Avenue,Springfield,62702,Sangamon,13,Rodney L. Davis,87,Butler Tim,44,William E. Brady,In Use,1948,1949,900,1,1,0,Unusual,Unusual,Not provided
7150,Department of Agriculture,Illinois State Fairgrounds - Springfield,8th & Sangamon Avenue,Springfield,62702,Sangamon,13,Rodney L. Davis,87,Butler Tim,44,William E. Brady,In Use,1952,1952,1600,1,1,0,Unusual,Unusual,Not provided
7151,Department of Agriculture,DuQuoin State Fairgrounds - Perry County,"Route #2, Box 306",Duquoin,62832,Perry,12,Mike Bost,115,Bryant Terri,58,Paul Schimpf,In Use,1999,1999,6480,1,1,0,Storage,Storage,Not provided
7152,Department of Agriculture,DuQuoin State Fairgrounds - Perry County,"Route #2, Box 306",Duquoin,62832,Perry,12,Mike Bost,115,Bryant Terri,58,Paul Schimpf,In Use,1999,1999,6912,1,1,0,Storage,Storage,Not provided
7153,Department of Agriculture,DuQuoin State Fairgrounds - Perry County,"Route #2, Box 306",Duquoin,62832,Perry,12,Mike Bost,115,Bryant Terri,58,Paul Schimpf,In Use,1999,1999,7776,1,1,0,Storage,Storage,Not provided
7154,Department of Agriculture,DuQuoin State Fairgrounds - Perry County,"Route #2, Box 306",Duquoin,62832,Perry,12,Mike Bost,115,Bryant Terri,58,Paul Schimpf,In Use,1999,1999,8208,1,1,0,Storage,Storage,Not provided
7155,Department of Agriculture,DuQuoin State Fairgrounds - Perry County,"Route #2, Box 306",Duquoin,62832,Perry,12,Mike Bost,115,Bryant Terri,58,Paul Schimpf,In Use,2002,2002,6000,1,1,0,Storage,Storage,Not provided
7156,Department of Agriculture,DuQuoin State Fairgrounds - Perry County,"Route #2, Box 306",Duquoin,62832,Perry,12,Mike Bost,115,Bryant Terri,58,Paul Schimpf,In Use,2002,2002,720,1,1,0,Business,Business,Not provided
7157,Department of Agriculture,DuQuoin State Fairgrounds - Perry County,"Route #2, Box 306",Duquoin,62832,Perry,12,Mike Bost,115,Bryant Terri,58,Paul Schimpf,In Use,2003,2003,21000,1,1,0,Storage,Storage,Not provided
7158,Department of Agriculture,DuQuoin State Fairgrounds - Perry County,"Route #2, Box 306",Duquoin,62832,Perry,12,Mike Bost,115,Bryant Terri,58,Paul Schimpf,In Use,2005,2005,1800,1,1,0,Assembly,Assembly,Not provided
7159,Department of Agriculture,DuQuoin State Fairgrounds - Perry County,"Route #2, Box 306",Duquoin,62832,Perry,12,Mike Bost,115,Bryant Terri,58,Paul Schimpf,In Use,2005,2005,1800,1,1,0,Assembly,Assembly,Not provided
7160,Department of Agriculture,DuQuoin State Fairgrounds - Perry County,"Route #2, Box 306",Duquoin,62832,Perry,12,Mike Bost,115,Bryant Terri,58,Paul Schimpf,In Use,2005,2005,1800,1,1,0,Assembly,Assembly,Not provided
7161,Department of Agriculture,DuQuoin State Fairgrounds - Perry County,"Route #2, Box 306",Duquoin,62832,Perry,12,Mike Bost,115,Bryant Terri,58,Paul Schimpf,In Use,2006,2006,14000,1,1,0,Assembly,Assembly,Not provided
7162,Department of Agriculture,Illinois State Fairgrounds - Springfield,8th & Sangamon Avenue,Springfield,62702,Sangamon,13,Rodney L. Davis,87,Butler Tim,44,William E. Brady,In Use,1926,1926,1850,3,2,1,Storage,Storage,Not provided
7163,Department of Agriculture,Illinois State Fairgrounds - Springfield,8th & Sangamon Avenue,Springfield,62702,Sangamon,13,Rodney L. Davis,87,Butler Tim,44,William E. Brady,In Use,1938,1937,132800,4,3,1,Assembly,Assembly,Not provided
7164,Department of Agriculture,Illinois State Fairgrounds - Springfield,8th & Sangamon Avenue,Springfield,62702,Sangamon,13,Rodney L. Davis,87,Butler Tim,44,William E. Brady,In Use,1931,1931,59700,4,3,1,Business,Business,Not provided
7165,Department of Agriculture,Illinois State Fairgrounds - Springfield,8th & Sangamon Avenue,Springfield,62702,Sangamon,13,Rodney L. Davis,87,Butler Tim,44,William E. Brady,In Use,1953,1953,3950,3,2,1,Residential,Residential,Not provided
7166,Department of Agriculture,Illinois State Fairgrounds - Springfield,8th & Sangamon Avenue,Springfield,62702,Sangamon,13,Rodney L. Davis,87,Butler Tim,44,William E. Brady,In Use,1932,1932,15118,3,2,1,Business,Business,Not provided
7167,Department of Agriculture,Illinois State Fairgrounds - Springfield,8th & Sangamon Avenue,Springfield,62702,Sangamon,13,Rodney L. Davis,87,Butler Tim,44,William E. Brady,In Use,1982,1978,149400,3,2,1,Business,Business,Not provided
7168,Department of Agriculture,Illinois State Fairgrounds - Springfield,8th & Sangamon Avenue,Springfield,62702,Sangamon,13,Rodney L. Davis,87,Butler Tim,44,William E. Brady,In Use,1987,1987,8000,1,1,0,Unusual,Unusual,Storage
7169,Department of Agriculture,Illinois State Fairgrounds - Springfield,8th & Sangamon Avenue,Springfield,62702,Sangamon,13,Rodney L. Davis,87,Butler Tim,44,William E. Brady,In Use,1987,1987,3956,1,1,0,Storage,Storage,Not provided
7170,Department of Agriculture,Illinois State Fairgrounds - Springfield,8th & Sangamon Avenue,Springfield,62702,Sangamon,13,Rodney L. Davis,87,Butler Tim,44,William E. Brady,In Use,1987,1987,4023,1,1,0,Storage,Storage,Not provided
7171,Department of Agriculture,Illinois State Fairgrounds - Springfield,8th & Sangamon Avenue,Springfield,62702,Sangamon,13,Rodney L. Davis,87,Butler Tim,44,William E. Brady,In Use,1987,1987,4716,1,1,0,Storage,Storage,Not provided
7172,Department of Agriculture,Illinois State Fairgrounds - Springfield,8th & Sangamon Avenue,Springfield,62702,Sangamon,13,Rodney L. Davis,87,Butler Tim,44,William E. Brady,In Use,1987,1987,4716,1,1,0,Storage,Storage,Not provided
7173,Department of Agriculture,Illinois State Fairgrounds - Springfield,8th & Sangamon Avenue,Springfield,62702,Sangamon,13,Rodney L. Davis,87,Butler Tim,44,William E. Brady,In Use,1987,1987,4716,1,1,0,Storage,Storage,Not provided
7174,Department of Agriculture,Illinois State Fairgrounds - Springfield,8th & Sangamon Avenue,Springfield,62702,Sangamon,13,Rodney L. Davis,87,Butler Tim,44,William E. Brady,In Use,1987,1987,3218,1,1,0,Storage,Storage,Not provided
7175,Department of Agriculture,Illinois State Fairgrounds - Springfield,8th & Sangamon Avenue,Springfield,62702,Sangamon,13,Rodney L. Davis,87,Butler Tim,44,William E. Brady,In Use,1987,1987,4716,1,1,0,Storage,Storage,Not provided
7176,Department of Agriculture,Illinois State Fairgrounds - Springfield,8th & Sangamon Avenue,Springfield,62702,Sangamon,13,Rodney L. Davis,87,Butler Tim,44,William E. Brady,In Use,1987,1987,3120,1,1,0,Storage,Storage,Not provided
7177,Department of Agriculture,Illinois State Fairgrounds - Springfield,8th & Sangamon Avenue,Springfield,62702,Sangamon,13,Rodney L. Davis,87,Butler Tim,44,William E. Brady,In Use,1987,1987,3120,1,1,0,Storage,Storage,Not provided
7178,Department of Agriculture,Illinois State Fairgrounds - Springfield,8th & Sangamon Avenue,Springfield,62702,Sangamon,13,Rodney L. Davis,87,Butler Tim,44,William E. Brady,In Use,1987,1987,4716,1,1,0,Storage,Storage,Not provided
7179,Department of Agriculture,Illinois State Fairgrounds - Springfield,8th & Sangamon Avenue,Springfield,62702,Sangamon,13,Rodney L. Davis,87,Butler Tim,44,William E. Brady,In Use,1988,1988,4128,1,1,0,Unusual,Unusual,Not provided
7180,Department of Agriculture,Illinois State Fairgrounds - Springfield,8th & Sangamon Avenue,Springfield,62702,Sangamon,13,Rodney L. Davis,87,Butler Tim,44,William E. Brady,In Use,1989,1990,42000,1,1,0,Storage,Storage,Not provided
7181,Department of Agriculture,Illinois State Fairgrounds - Springfield,8th & Sangamon Avenue,Springfield,62702,Sangamon,13,Rodney L. Davis,87,Butler Tim,44,William E. Brady,In Use,1994,1994,3600,1,1,0,Industrial,Industrial,Not provided
7182,Department of Agriculture,Henry White Experimental Farm - St. Clair County,Rte 158,Belleville,62221,St. Clair,12,Mike Bost,114,Greenwood LaToya,57,"James F. Clayborne, Jr.",In Use,2000,2000,4200,2,2,0,Education,Education,Not provided
7183,Department of Agriculture,Animal Disease Laboratory - Centralia,9732 Shattuc Road,Centralia,62801,Clinton,15,John Shimkus,108,Meier Charles,54,Kyle McCarter,In Use,1994,1984,41000,4,3,1,Industrial,Industrial,Not provided
7184,Department of Agriculture,Animal Disease Laboratory - Centralia,9732 Shottuc Road,Centralia,62801,Clinton,15,John Shimkus,108,Meier Charles,54,Kyle McCarter,In Use,1984,1984,984,1,1,0,Storage,Storage,Not provided
7185,Illinois Courts,Supreme Court Building - Springfield,Supreme Court Bld.,Springfield,62706,Sangamon,13,Rodney L. Davis,96,Scherer Sue,48,Andy Manar,In Use,1908,1906,54540,5,4,1,Business,Business,Residential
7186,Appellate Court / Third District,Appellate Court Building - Ottawa,1004 Columbus St,Ottawa,61350,LaSalle,16,Adam Kinzinger,76,Long Jerry Lee,38,Sue Rezin,In Use,1858,1858,15000,4,3,1,Business,Business,Residential
7187,Appellate Court / Third District,Appellate Court Building - Ottawa,1004 Columbus St,Ottawa,61350,LaSalle,16,Adam Kinzinger,76,Long Jerry Lee,38,Sue Rezin,In Use,1860,1860,3700,4,3,1,Residential,Storage,Not provided
7188,Appellate Court / Fifth District,Appellate Court Building - Mt. Vernon,14th & Main St,Mt Vernon,62864,Jefferson,12,Mike Bost,115,Bryant Terri,58,Paul Schimpf,In Use,1857,1854,15124,4,3,1,Business,Business,Residential
7189,Appellate Court / Second District,Appellate Court Building - Elgin,55 Symphony Way,Elgin,60120,Kane,8,Tammy Duckworth,43,Moeller Anna,22,Cristina Castro,In Use,1967,1967,43330,6,5,1,Business,Business,Residential
7190,Historic Preservation Agency,Old State Capitol - Springfield,Old State Capitol,Springfield,62701,Sangamon,13,Rodney L. Davis,96,Scherer Sue,48,Andy Manar,In Use,1853,1830,255000,8,5,3,Assembly,Assembly,Storage
7191,Historic Preservation Agency,David Davis Mansion State Historical Site - Bloomington,1000 East Monroe,Bloomington,61701,McLean,18,Darin M. LaHood,88,Sommer Keith P.,44,William E. Brady,In Use,1872,1872,14900,5,4,1,Assembly,Assembly,Not provided
7192,Historic Preservation Agency,David Davis Mansion State Historical Site - Bloomington,1000 East Monroe,Bloomington,61701,McLean,18,Darin M. LaHood,88,Sommer Keith P.,44,William E. Brady,In Use,1871,1871,290,1,1,0,Storage,Storage,Not provided
7193,Historic Preservation Agency,David Davis Mansion State Historical Site - Bloomington,1000 East Monroe,Bloomington,61701,McLean,18,Darin M. LaHood,88,Sommer Keith P.,44,William E. Brady,In Use,1871,1871,768,1,1,0,Storage,Storage,Not provided
7194,Illinois State University,Illinois State University - Normal,,Normal,61761,McLean,13,Rodney L. Davis,105,Brady Dan,53,Jason A. Barickman,In Use,1987,1987,3200,1,1,0,Storage,Storage,Not provided
7195,Historic Preservation Agency,David Davis Mansion State Historical Site - Bloomington,1000 East Monroe,Bloomington,61701,McLean,18,Darin M. LaHood,88,Sommer Keith P.,44,William E. Brady,In Use,1871,1871,3431,2,2,0,Assembly,Assembly,Not provided
7196,Historic Preservation Agency,David Davis Mansion State Historical Site - Bloomington,1000 East Monroe,Bloomington,61701,McLean,18,Darin M. LaHood,88,Sommer Keith P.,44,William E. Brady,In Use,1871,1871,714,1,1,0,Storage,Storage,Not provided
7197,Historic Preservation Agency,David Davis Mansion State Historical Site - Bloomington,1000 East Monroe,Bloomington,61701,McLean,18,Darin M. LaHood,88,Sommer Keith P.,44,William E. Brady,In Use,1871,1871,1200,1,1,0,Industrial,Industrial,Not provided
7198,Historic Preservation Agency,Carl Sandburg Home - Galesburg,313 East Third,Galesburg,61401,Knox,17,Cheri Bustos,93,Hammond Norine K.,47,Jil Tracy,In Use,1875,1875,400,1,1,0,Assembly,Assembly,Not provided
7199,Historic Preservation Agency,Carl Sandburg Home - Galesburg,313 East Third,Galesburg,61401,Knox,17,Cheri Bustos,93,Hammond Norine K.,47,Jil Tracy,In Use,1875,1875,1980,4,3,1,Storage,Storage,Not provided
7200,Historic Preservation Agency,Carl Sandburg Home - Galesburg,313 East Third,Galesburg,61401,Knox,17,Cheri Bustos,93,Hammond Norine K.,47,Jil Tracy,In Use,1970,1970,440,1,1,0,Storage,Storage,Not provided
7201,Historic Preservation Agency,Carl Sandburg Home - Galesburg,313 East Third,Galesburg,61401,Knox,17,Cheri Bustos,93,Hammond Norine K.,47,Jil Tracy,In Use,1860,1860,36,1,1,0,Unusual,Unusual,Not provided
7202,University of Illinois,University of Illinois Urbana-Champaign,607 South Mathews Ave,Urbana,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1900,1900,107660,6,5,1,Assembly,Business,Not provided
7203,University of Illinois,University of Illinois Urbana-Champaign,1301 S Goodwind Ave,Urbana,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1905,1906,12200,4,3,1,Storage,Storage,Not provided
7204,University of Illinois,University of Illinois Urbana-Champaign,1103 South Sixth Street,Champaign,61820,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1957,1957,31639,3,3,0,Assembly,Assembly,Not provided
7205,University of Illinois,University of Illinois Urbana-Champaign,1402 West Springfield Ave,Urbana,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1890,1890,27409,3,2,1,Assembly,Assembly,Not provided
7206,University of Illinois,University of Illinois Urbana-Champaign,505 E Armory Ave,Champaign,61820,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1914,1915,283194,8,7,1,Assembly,Assembly,Not provided
7207,University of Illinois,University of Illinois Urbana-Champaign,709 S Mathews Ave,Urbana,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1907,1908,47656,5,4,1,Assembly,Assembly,Not provided
7208,University of Illinois,University of Illinois Urbana-Champaign,601 South Mathews Ave,Urbana,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1930,1931,41217,6,5,1,Industrial,Industrial,Not provided
7209,University of Illinois,University of Illinois Urbana-Champaign,505 South Mathews Ave,Urbana,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1902,1902,214000,7,6,1,Industrial,Industrial,Not provided
7210,University of Illinois,University of Illinois Urbana-Champaign,104 S Wright St,Urbana,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1929,1929,108513,5,4,1,Industrial,Industrial,Business
7211,University of Illinois,University of Illinois Urbana-Champaign,406 East Armory Avenue,Champaign,61820,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1931,1931,56060,3,2,1,Assembly,Assembly,Not provided
7212,University of Illinois,University of Illinois Urbana-Champaign,1308 West Green Street,Urbana,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1896,1896,93000,7,6,1,Education,Business,Education
7213,University of Illinois,University of Illinois Urbana-Champaign,1011 West Springfield Avenue,Urbana,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1971,1963,26726,3,3,0,Business,Business,Industrial
7214,University of Illinois,University of Illinois Urbana-Champaign,1208 West Peabody Dr,Urbana,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1905,1907,48287,4,3,1,Storage,Storage,Business
7215,University of Illinois,University of Illinois Urbana-Champaign,1107 South Dorner Drive,Urbana,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1913,1914,10998,4,3,1,Education,Education,Not provided
7216,University of Illinois,University of Illinois Urbana-Champaign,301 East Hazelwood Dr,Champaign,61820,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1962,1961,5036,1,1,0,Education,Education,Not provided
7217,University of Illinois,University of Illinois Urbana-Champaign,1402 West Springfield Ave,Urbana,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1902,1902,50672,5,4,1,Assembly,Assembly,Not provided
7218,University of Illinois,University of Illinois Urbana-Champaign,205 North Mathews Avenue,Urbana,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1967,1967,180450,7,6,1,Industrial,Industrial,Business
7219,University of Illinois,University of Illinois Urbana-Champaign,1305 West Green Street,Urbana,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1878,1878,33071,5,4,1,Industrial,Industrial,Not provided
7220,University of Illinois,University of Illinois Urbana-Champaign,1409 West Green Street,Urbana,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1896,1897,73160,6,5,1,Assembly,Assembly,Not provided
7221,University of Illinois,University of Illinois Urbana-Champaign,702 South Wright Street,Urbana,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1911,1911,166742,6,5,1,Assembly,Assembly,Business
7222,University of Illinois,University of Illinois Urbana-Champaign,101 South Goodwin Ave,Urbana,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1913,1912,15262,4,3,1,Education,Education,Not provided
7223,University of Illinois,University of Illinois Urbana-Champaign,105 South Mathews Ave,Urbana,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1905,1906,67677,6,5,1,Industrial,Industrial,Not provided
7224,University of Illinois,University of Illinois Urbana-Champaign,609 East Curtis Rd,Urbana,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1966,1966,5916,1,1,0,Industrial,Industrial,Not provided
7225,University of Illinois,University of Illinois Urbana-Champaign,1301 West Green Street,Urbana,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1909,1892,142281,5,5,0,Education,Education,Industrial
7226,University of Illinois,University of Illinois Urbana-Champaign,901 South Mathews Ave,Urbana,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1896,1896,13401,4,3,1,Assembly,Assembly,Not provided
7227,University of Illinois,University of Illinois Urbana-Champaign,1304 West Green Street,Urbana,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1908,1908,102521,6,5,1,Industrial,Industrial,Business
7228,University of Illinois,University of Illinois Urbana-Champaign,1103 South Dorner Drive,Urbana,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1918,1914,9050,4,3,1,Industrial,Industrial,Not provided
7229,University of Illinois,University of Illinois Urbana-Champaign,103 South Mathews Ave,Urbana,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1910,1911,45072,6,5,1,Industrial,Industrial,Not provided
7230,University of Illinois,University of Illinois Urbana-Champaign,1406 West Green Street,Urbana,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1949,1949,124946,6,5,1,Business,Business,Not provided
7231,University of Illinois,University of Illinois Urbana-Champaign,1114 West Nevada Street,Urbana,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1972,1968,96362,7,6,1,Business,Business,Assembly
7232,University of Illinois,University of Illinois Urbana-Champaign,1402 West Pennsylvania Ave,Urbana,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1914,1915,38467,2,2,0,Assembly,Assembly,Unusual
7233,University of Illinois,University of Illinois Urbana-Champaign,1408 West Gregory Drive,Urbana,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1926,1924,596000,13,12,1,Assembly,Assembly,Not provided
7234,University of Illinois,University of Illinois Urbana-Champaign,104 South Mathews Ave,Urbana,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1912,1912,51944,7,6,1,Assembly,Assembly,Business
7235,University of Illinois,University of Illinois Urbana-Champaign,810 South Wright Street,Urbana,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1939,1940,109393,7,6,1,Assembly,Assembly,Not provided
7236,University of Illinois,University of Illinois Urbana-Champaign,608 South Wright Street,Urbana,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1905,1905,132146,5,4,1,Assembly,Assembly,Not provided
7237,University of Illinois,University of Illinois Urbana-Champaign,506 South Wright Street,Urbana,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1915,1913,148780,6,5,1,Business,Business,Not provided
7238,University of Illinois,University of Illinois Urbana-Champaign,201 South Goodwin Ave,Urbana,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1932,1932,9411,1,1,0,Industrial,Industrial,Business
7239,University of Illinois,University of Illinois Urbana-Champaign,608 E Lorado Taft Dr,Champaign,61820,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1927,1927,77204,6,5,1,Business,Business,Not provided
7240,University of Illinois,University of Illinois Urbana-Champaign,500 South Goodwin Ave,Urbana,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1968,1968,265486,11,8,3,Assembly,Assembly,Not provided
7241,University of Illinois,University of Illinois Urbana-Champaign,1407 West Gregory Dr,Urbana,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1926,1926,80434,6,5,1,Assembly,Assembly,Not provided
7242,University of Illinois,University of Illinois Urbana-Champaign,105 South Goodwin Ave,Urbana,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1916,1916,56120,6,5,1,Education,Education,Business
7243,University of Illinois,University of Illinois Urbana-Champaign,608 East Healey Street,Champaign,61820,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1916,1915,22111,5,4,1,Industrial,Industrial,Not provided
7244,University of Illinois,University of Illinois Urbana-Champaign,1301 West Lorado Taft Dr,Urbana,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1915,1917,8022,1,1,0,Industrial,Industrial,Not provided
7245,University of Illinois,University of Illinois Urbana-Champaign,1206 South Fourth Street,Champaign,61820,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1926,1926,141175,6,5,1,Assembly,Assembly,Business
7246,University of Illinois,University of Illinois Urbana-Champaign,607 East Gregory Drive,Champaign,61820,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1904,1905,11896,4,3,1,Assembly,Assembly,Not provided
7247,University of Illinois,University of Illinois Urbana-Champaign,805 South Mathews Ave,Urbana,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1921,1922,65876,6,5,1,Assembly,Assembly,Not provided
7248,University of Illinois,University of Illinois Urbana-Champaign,1212 West Springfield Ave,Urbana,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1920,1917,46950,6,5,1,Education,Education,Not provided
7249,University of Illinois,University of Illinois Urbana-Champaign,1105 West Nevada Street,Urbana,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1956,1954,32360,4,3,1,Education,Education,Business
7250,University of Illinois,University of Illinois Urbana-Champaign,1207 West Stoughton Street,Urbana,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1930,1929,5755,4,3,1,Assembly,Assembly,Not provided
7251,University of Illinois,University of Illinois Urbana-Champaign,906 South Goodwing Ave,Urbana,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1931,1931,98512,6,5,1,Assembly,Assembly,Business
7252,University of Illinois,University of Illinois Urbana-Champaign,721 South Wright Street,Champaign,61820,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1908,1908,40984,6,5,1,Business,Business,Not provided
7253,University of Illinois,University of Illinois Urbana-Champaign,104 South Goodwin Ave,Urbana,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1966,1960,135671,7,6,1,Industrial,Industrial,Not provided
7254,University of Illinois,University of Illinois Urbana-Champaign,1110 West Green Street,Urbana,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1959,1959,191600,7,6,1,Business,Business,Not provided
7255,University of Illinois,University of Illinois Urbana-Champaign,1707  South Orchard Street,Urbana,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1924,1923,47493,5,4,1,Industrial,Industrial,Not provided
7256,University of Illinois,University of Illinois Urbana-Champaign,1301 West Gregory Drive,Urbana,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1923,1924,99092,7,6,1,Education,Education,Assembly
7257,University of Illinois,University of Illinois Urbana-Champaign,713 South Wright Street,Champaign,61820,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1912,1912,31683,4,4,0,Mercantile,Mercantile,Business
7258,University of Illinois,University of Illinois Urbana-Champaign,1400 South First,Champaign,61820,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1925,1925,203204,8,7,1,Assembly,Assembly,Not provided
7259,University of Illinois,University of Illinois Urbana-Champaign,1302 West Pennsylvania Ave,Urbana,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1925,1925,24744,5,4,1,Industrial,Industrial,Not provided
